,company,item,calories,total_fat_(g),saturated_fat_(g),cholesterol_(mg),sodium_(mg),carbs_(g),sugars_(g),protein_(g)
438,Burger King,1% Low Fat Chocolate Milk (8 fl oz),160.0,2.5,1.5,15.0,150.0,26.0,25.0,8.0
439,Burger King,Smoothie: Strawberry Banana 16 fl oz,310.0,1.0,0.0,0.0,55.0,71.0,50.0,4.0
440,Burger King,Oreo® Shake,720.0,20.0,12.0,65.0,540.0,118.0,98.0,16.0
441,Burger King,Chocolate Oreo® Shake,740.0,22.0,13.0,70.0,680.0,121.0,101.0,17.0
442,Burger King,Vanilla Milk Shake,580.0,15.0,10.0,60.0,420.0,98.0,85.0,14.0
443,Burger King,HERSHEY®’S Chocolate Milk Shake,610.0,16.0,10.0,60.0,500.0,103.0,88.0,14.0
444,Burger King,Strawberry Milk Shake,640.0,15.0,10.0,60.0,440.0,113.0,99.0,14.0
446,Burger King,16 fl oz,210.0,0.0,0.0,0.0,50.0,58.0,58.0,0.0
447,Burger King,20 fl oz,270.0,0.0,0.0,0.0,60.0,73.0,73.0,0.0
448,Burger King,29 fl oz,290.0,0.0,0.0,0.0,85.0,105.0,105.0,0.0
449,Burger King,38 fl oz,510.0,0.0,0.0,0.0,115.0,138.0,138.0,0.0
451,Burger King,16 fl oz,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
452,Burger King,20 fl oz,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
453,Burger King,29 fl oz,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
454,Burger King,38 fl oz,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0
456,Burger King,16 fl oz,210.0,0.0,0.0,0.0,95.0,56.0,56.0,0.0
457,Burger King,20 fl oz,260.0,0.0,0.0,0.0,120.0,70.0,70.0,0.0
458,Burger King,29 fl oz,380.0,0.0,0.0,0.0,170.0,102.0,102.0,0.0
459,Burger King,38 fl oz,500.0,0.0,0.0,0.0,230.0,133.0,133.0,0.0
461,Burger King,16 fl oz,190.0,0.0,0.0,0.0,60.0,52.0,51.0,0.0
462,Burger King,20 fl oz,240.0,0.0,0.0,0.0,75.0,65.0,64.0,0.0
463,Burger King,29 fl oz,350.0,0.0,0.0,0.0,105.0,94.0,93.0,0.0
464,Burger King,38 fl oz,450.0,0.0,0.0,0.0,140.0,124.0,121.0,0.0
466,Burger King,16 fl oz,240.0,0.0,0.0,0.0,100.0,65.0,65.0,0.0
467,Burger King,20 fl oz,300.0,0.0,0.0,0.0,120.0,81.0,81.0,0.0
468,Burger King,29 fl oz,350.0,0.0,0.0,0.0,180.0,118.0,118.0,0.0
469,Burger King,38 fl oz,450.0,0.0,0.0,0.0,230.0,155.0,155.0,0.0
471,Burger King,16 fl oz,220.0,0.0,0.0,0.0,55.0,61.0,61.0,0.0
472,Burger King,20 fl oz,280.0,0.0,0.0,0.0,70.0,76.0,76.0,0.0
473,Burger King,29 fl oz,410.0,0.0,0.0,0.0,100.0,110.0,110.0,0.0
474,Burger King,38 fl oz,450.0,0.0,0.0,0.0,130.0,145.0,145.0,0.0
476,Burger King,16 fl oz,230.0,0.0,0.0,0.0,60.0,62.0,61.0,0.0
477,Burger King,20 fl oz,280.0,0.0,0.0,0.0,70.0,78.0,77.0,0.0
478,Burger King,29 fl oz,410.0,0.0,0.0,0.0,105.0,113.0,111.0,0.0
479,Burger King,38 fl oz,530.0,0.0,0.0,0.0,135.0,148.0,146.0,0.0
481,Burger King,16 fl oz,220.0,0.0,0.0,0.0,75.0,62.0,60.0,0.0
482,Burger King,20 fl oz,280.0,0.0,0.0,0.0,95.0,77.0,75.0,0.0
483,Burger King,29 fl oz,410.0,0.0,0.0,0.0,135.0,111.0,109.0,0.0
484,Burger King,38 fl oz,450.0,0.0,0.0,0.0,180.0,146.0,143.0,0.0
486,Burger King,16 fl oz,10.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0
487,Burger King,20 fl oz,10.0,0.0,0.0,0.0,70.0,4.0,0.0,0.0
488,Burger King,29 fl oz,15.0,0.0,0.0,0.0,105.0,5.0,0.0,0.0
489,Burger King,38 fl oz,20.0,0.0,0.0,0.0,135.0,7.0,0.0,0.0
491,Burger King,20 fl oz,120.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0
492,Burger King,29 fl oz,160.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0
493,Burger King,40 fl oz,240.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
495,Burger King,20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Burger King,29 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Burger King,40 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Burger King,Capri Sun® 100% Apple Juice,80.0,0.0,0.0,0.0,25.0,20.0,20.0,0.0
499,Burger King,Minute Maid® Orange Juice,140.0,0.0,0.0,0.0,20.0,33.0,30.0,2.0
500,Burger King,Frozen Coke® – 16 oz,130.0,0.0,0.0,0.0,50.0,35.0,35.0,0.0
501,Burger King,BK® Café Coffee- 12 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Burger King,BK® Café Coffee- 16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Burger King,BK® Café Coffee- 20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Burger King,BK® Café Decaf Coffee- 12 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Burger King,BK® Café Decaf Coffee- 16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Burger King,BK® Café Decaf Coffee- 20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,150.0,8.0,4.0,25.0,30.0,21.0,21.0,1.0
508,Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,200.0,10.0,5.0,30.0,40.0,27.0,27.0,2.0
509,Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,260.0,13.0,7.0,40.0,50.0,34.0,34.0,2.0
510,Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,180.0,8.0,4.0,25.0,40.0,27.0,25.0,2.0
511,Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,240.0,10.0,6.0,30.0,55.0,35.0,32.0,2.0
512,Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,300.0,13.0,7.0,40.0,70.0,45.0,41.0,3.0
513,Burger King,BK® Café Mocha Frappe- 12 fl oz,300.0,8.0,5.0,30.0,200.0,50.0,41.0,7.0
514,Burger King,BK® Café Mocha Frappe- 16 fl oz,400.0,10.0,7.0,40.0,270.0,68.0,58.0,9.0
515,Burger King,BK® Café Mocha Frappe- 20 fl oz,510.0,13.0,8.0,50.0,350.0,87.0,71.0,12.0
516,Burger King,BK® Café Caramel Frappe- 12 fl oz,300.0,8.0,5.0,35.0,210.0,50.0,41.0,7.0
517,Burger King,BK® Café Caramel Frappe- 16 fl oz,400.0,10.0,7.0,40.0,280.0,68.0,56.0,9.0
518,Burger King,BK® Café Caramel Frappe- 20 fl oz,500.0,12.0,8.0,50.0,350.0,86.0,71.0,11.0
519,Wendy’s,Baconator,950.0,62.0,24.0,205.0,1630.0,40.0,8.0,59.0
520,Wendy’s,Dave’s Double,810.0,51.0,20.0,175.0,1280.0,41.0,8.0,49.0
521,Wendy’s,Dave’s Single,570.0,34.0,13.0,100.0,1110.0,40.0,9.0,30.0
522,Wendy’s,Dave’s Triple,1090.0,72.0,30.0,260.0,1650.0,43.0,9.0,71.0
523,Wendy’s,Double Stack,390.0,21.0,9.0,90.0,740.0,26.0,6.0,25.0
524,Wendy’s,Jr. Bacon Cheeseburger,380.0,22.0,8.0,65.0,680.0,25.0,5.0,19.0
525,Wendy’s,Jr. Cheeseburger,280.0,13.0,6.0,50.0,660.0,26.0,6.0,16.0
526,Wendy’s,Jr. Cheeseburger Deluxe,340.0,19.0,7.0,55.0,660.0,27.0,7.0,16.0
527,Wendy’s,Son of Baconator,630.0,39.0,15.0,125.0,1280.0,37.0,7.0,34.0
528,Wendy’s,3 Piece Chicken Tenders,330.0,16.0,2.5,75.0,1010.0,22.0,0.0,24.0
529,Wendy’s,4 Piece Chicken Nuggets,170.0,11.0,2.0,35.0,340.0,10.0,0.0,9.0
530,Wendy’s,4 Piece Chicken Tenders,430.0,21.0,3.5,100.0,1350.0,29.0,1.0,32.0
531,Wendy’s,6 Picece Chicken Nuggets,250.0,16.0,3.5,50.0,510.0,14.0,0.0,13.0
532,Wendy’s,6 Piece Chicken Tenders,650.0,32.0,5.0,150.0,2020.0,43.0,1.0,48.0
533,Wendy’s,10 Piece Chicken Nuggets,420.0,27.0,5.0,80.0,850.0,24.0,0.0,22.0
534,Wendy’s,Crispy Chicken BLT,420.0,23.0,6.0,50.0,950.0,35.0,5.0,20.0
535,Wendy’s,Crispy Chicken Sandwich,330.0,16.0,3.0,30.0,600.0,33.0,4.0,14.0
536,Wendy’s,Grilled Asiago Ranch Club,530.0,23.0,7.0,120.0,1220.0,36.0,6.0,43.0
537,Wendy’s,Grilled Chicken Sandwich,370.0,10.0,2.0,90.0,830.0,38.0,8.0,34.0
538,Wendy’s,Grilled Chicken Wrap,270.0,10.0,3.5,55.0,640.0,24.0,3.0,20.0
539,Wendy’s,Homestyle Asiago Ranch Chicken Club,660.0,34.0,9.0,100.0,1650.0,52.0,7.0,38.0
540,Wendy’s,Homestyle Chicken Sandwich,510.0,22.0,4.0,70.0,1150.0,51.0,6.0,28.0
541,Wendy’s,S’Awesome Sauce,120.0,12.0,2.0,0.0,170.0,4.0,3.0,1.0
542,Wendy’s,Spicy Asiago Ranch Club,670.0,32.0,9.0,100.0,1530.0,55.0,6.0,38.0
543,Wendy’s,Spicy Chicken Sandwich,510.0,20.0,3.5,65.0,1030.0,54.0,6.0,29.0
544,Wendy’s,Spicy Chicken Wrap,370.0,20.0,5.0,50.0,850.0,30.0,2.0,18.0
545,Wendy’s,"Apple Pecan Chicken Salad, Full Size",560.0,24.0,7.0,115.0,1020.0,52.0,40.0,38.0
546,Wendy’s,"Apple Pecan Chicken Salad, Half Size",340.0,17.0,4.0,55.0,550.0,29.0,22.0,20.0
547,Wendy’s,"Berry Burst Chicken Salad, Full Size",460.0,17.0,4.5,105.0,1090.0,41.0,29.0,41.0
548,Wendy’s,"Berry Burst Chicken Salad, Half Size",290.0,13.0,2.5,50.0,570.0,23.0,15.0,23.0
549,Wendy’s,Caesar Side Salad,240.0,15.0,4.0,30.0,500.0,19.0,4.0,8.0
550,Wendy’s,Garden Side Salad,250.0,18.0,4.0,20.0,460.0,18.0,4.0,7.0
551,Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600.0,41.0,11.0,135.0,1220.0,18.0,7.0,42.0
552,Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300.0,20.0,6.0,70.0,620.0,10.0,4.0,21.0
553,Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720.0,42.0,12.0,150.0,1680.0,44.0,6.0,42.0
554,Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410.0,23.0,6.0,75.0,930.0,30.0,4.0,23.0
555,Wendy’s,"Taco Salad, Full Size",660.0,32.0,13.0,85.0,1820.0,63.0,18.0,32.0
556,Wendy’s,"Taco Salad, Half Size",470.0,23.0,8.0,45.0,1320.0,49.0,12.0,19.0
557,Wendy’s,Apple Bites,35.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0
558,Wendy’s,Baconator Fries,490.0,28.0,9.0,35.0,550.0,45.0,2.0,14.0
559,Wendy’s,Bacon Cheese Baked Potato,440.0,14.0,6.0,35.0,550.0,64.0,4.0,17.0
560,Wendy’s,Cheese Baked Potato,430.0,13.0,7.0,30.0,560.0,65.0,5.0,14.0
561,Wendy’s,Chili & Cheese Baked Potato,460.0,11.0,5.0,35.0,710.0,71.0,7.0,19.0
562,Wendy’s,"Chili, Large",250.0,7.0,3.0,50.0,1170.0,23.0,9.0,23.0
563,Wendy’s,"Chili, Small",170.0,5.0,2.0,35.0,780.0,16.0,6.0,15.0
564,Wendy’s,Chili Cheese Fries,500.0,25.0,8.0,35.0,710.0,53.0,4.0,16.0
565,Wendy’s,"Natural-Cut Fries, Junior",230.0,10.0,2.0,0.0,15.0,30.0,0.0,3.0
566,Wendy’s,"Natural-Cut Fries, Large",530.0,24.0,4.5,0.0,520.0,70.0,0.0,7.0
567,Wendy’s,"Natural-Cut Fries, Medium",420.0,19.0,3.5,0.0,420.0,56.0,0.0,6.0
568,Wendy’s,"Natural-Cut Fries, Small",320.0,15.0,2.5,0.0,320.0,43.0,0.0,5.0
569,Wendy’s,Plain Baked Potato,270.0,0.0,0.0,0.0,25.0,61.0,3.0,7.0
570,Wendy’s,Sour Cream and Chive Baked Potato,310.0,2.5,2.5,10.0,35.0,63.0,4.0,8.0
571,Wendy’s,Summer Berry Burst Fruit Cup,20.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
572,Wendy’s,1% Chocolate Milk,150.0,2.5,1.5,10.0,170.0,26.0,23.0,7.0
573,Wendy’s,1% White Milk,90.0,2.0,1.5,10.0,105.0,10.0,10.0,7.0
574,Wendy’s,"All-Natural Lemonade, Large",380.0,0.0,0.0,0.0,0.0,100.0,93.0,0.0
575,Wendy’s,"All-Natural Lemonade, Medium",330.0,0.0,0.0,0.0,0.0,86.0,81.0,0.0
576,Wendy’s,"All-Natural Lemonade, Small",190.0,0.0,0.0,0.0,0.0,50.0,47.0,0.0
577,Wendy’s,"Apple Kiwi Fruit Tea, Large",330.0,0.0,0.0,0.0,60.0,83.0,80.0,0.0
578,Wendy’s,"Apple Kiwi Fruit Tea, Medium",300.0,0.0,0.0,0.0,50.0,76.0,73.0,0.0
579,Wendy’s,"Apple Kiwi Fruit Tea, Small",170.0,0.0,0.0,0.0,30.0,44.0,42.0,0.0
580,Wendy’s,"Barq’s Root Beer, Large",450.0,0.0,0.0,0.0,180.0,122.0,122.0,0.0
581,Wendy’s,"Barq’s Root Beer, Medium",360.0,0.0,0.0,0.0,150.0,98.0,98.0,0.0
582,Wendy’s,"Barq’s Root Beer, Small",220.0,0.0,0.0,0.0,90.0,61.0,61.0,0.0
583,Wendy’s,"Brewed Unsweetened Iced Tea, Large",5.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0
584,Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0
585,Wendy’s,"Brewed Unsweetened Iced Tea, Small",0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
586,Wendy’s,"Caramel Iced Coffee, Medium",240.0,8.0,5.0,25.0,45.0,40.0,36.0,3.0
587,Wendy’s,"Caramel Iced Coffee, Small",160.0,6.0,3.5,20.0,30.0,26.0,24.0,2.0
588,Wendy’s,"Coca-Cola, Large",400.0,0.0,0.0,0.0,90.0,109.0,109.0,0.0
589,Wendy’s,"Coca-Cola, Medium",320.0,0.0,0.0,0.0,70.0,87.0,87.0,0.0
590,Wendy’s,"Coca-Cola, Small",200.0,0.0,0.0,0.0,45.0,54.0,54.0,0.0
591,Wendy’s,"Coca-Cola Zero Sugar, Large",0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0
592,Wendy’s,"Coca-Cola Zero Sugar, Medium",0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0
593,Wendy’s,"Coca-Cola Zero Sugar, Small",0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
594,Wendy’s,"Diet Coke, Large",0.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0
595,Wendy’s,"Diet Coke, Medium",0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0
596,Wendy’s,"Diet Coke, Small",0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
597,Wendy’s,"Dr Pepper, Large",240.0,0.0,0.0,0.0,70.0,66.0,64.0,0.0
598,Wendy’s,"Dr Pepper, Medium",190.0,0.0,0.0,0.0,55.0,53.0,51.0,0.0
599,Wendy’s,"Dr Pepper, Small",120.0,0.0,0.0,0.0,35.0,33.0,32.0,0.0
600,Wendy’s,"Fanta Orange, Large",430.0,0.0,0.0,0.0,110.0,117.0,115.0,0.0
601,Wendy’s,"Fanta Orange, Medium",340.0,0.0,0.0,0.0,85.0,94.0,92.0,0.0
602,Wendy’s,"Fanta Orange, Small",210.0,0.0,0.0,0.0,55.0,59.0,58.0,0.0
603,Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420.0,0.0,0.0,0.0,140.0,115.0,113.0,0.0
604,Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340.0,0.0,0.0,0.0,115.0,92.0,90.0,0.0
605,Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210.0,0.0,0.0,0.0,70.0,58.0,56.0,0.0
606,Wendy’s,"Honest Tropical Green Tea, Large",110.0,0.0,0.0,0.0,55.0,29.0,29.0,0.0
607,Wendy’s,"Honest Tropical Green Tea, Medium",90.0,0.0,0.0,0.0,40.0,22.0,22.0,0.0
608,Wendy’s,"Honest Tropical Green Tea, Small",60.0,0.0,0.0,0.0,25.0,14.0,14.0,0.0
609,Wendy’s,Hot Tea,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
610,Wendy’s,"Limeade, Large",460.0,0.0,0.0,0.0,55.0,117.0,111.0,0.0
611,Wendy’s,"Limeade, Medium",380.0,0.0,0.0,0.0,45.0,98.0,93.0,0.0
612,Wendy’s,"Limeade, Small",230.0,0.0,0.0,0.0,30.0,59.0,56.0,0.0
613,Wendy’s,"Minute Maid Light Lemonade, Large",15.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
614,Wendy’s,"Minute Maid Light Lemonade, Medium",10.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
615,Wendy’s,"Minute Maid Light Lemonade, Small",5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
616,Wendy’s,"Mocha Iced Coffee, Medium",210.0,8.0,5.0,25.0,40.0,32.0,28.0,3.0
617,Wendy’s,"Mocha Iced Coffee, Small",170.0,6.0,3.5,20.0,30.0,28.0,25.0,2.0
618,Wendy’s,"Pear Berry Fruit Tea, Large",320.0,0.0,0.0,0.0,60.0,82.0,76.0,0.0
619,Wendy’s,"Pear Berry Fruit Tea, Medium",300.0,0.0,0.0,0.0,50.0,76.0,70.0,0.0
620,Wendy’s,"Pear Berry Fruit Tea, Small",170.0,0.0,0.0,0.0,30.0,44.0,40.0,0.0
621,Wendy’s,"Skinny Vanilla Iced Coffee, Medium",100.0,8.0,5.0,25.0,45.0,14.0,0.0,3.0
622,Wendy’s,"Skinny Vanilla Iced Coffee, Small",70.0,5.0,3.5,15.0,30.0,6.0,0.0,2.0
623,Wendy’s,"Small Sprite, Small",200.0,0.0,0.0,0.0,90.0,53.0,53.0,0.0
624,Wendy’s,"Sprite, Large",390.0,0.0,0.0,0.0,180.0,105.0,105.0,0.0
625,Wendy’s,"Sprite, Medium",310.0,0.0,0.0,0.0,140.0,84.0,84.0,0.0
626,Wendy’s,"Strawberry Lemonade, Large",480.0,0.0,0.0,0.0,55.0,121.0,114.0,0.0
627,Wendy’s,"Strawberry Lemonade, Medium",380.0,0.0,0.0,0.0,45.0,98.0,92.0,0.0
628,Wendy’s,"Strawberry Lemonade, Small",230.0,0.0,0.0,0.0,30.0,58.0,54.0,0.0
629,Wendy’s,"Strawberry Sweet Tea, Large",270.0,0.0,0.0,0.0,15.0,69.0,67.0,0.0
630,Wendy’s,"Strawberry Sweet Tea, Medium",240.0,0.0,0.0,0.0,15.0,60.0,59.0,0.0
631,Wendy’s,"Strawberry Sweet Tea, Small",140.0,0.0,0.0,0.0,10.0,36.0,35.0,0.0
632,Wendy’s,"Strawberry Tea, Large",90.0,0.0,0.0,0.0,20.0,22.0,20.0,0.0
633,Wendy’s,"Strawberry Tea, Medium",60.0,0.0,0.0,0.0,15.0,16.0,14.0,0.0
634,Wendy’s,"Strawberry Tea, Small",45.0,0.0,0.0,0.0,10.0,11.0,10.0,0.0
635,Wendy’s,"Sweetened Iced Tea, Large",300.0,0.0,0.0,0.0,25.0,77.0,75.0,0.0
636,Wendy’s,"Sweetened Iced Tea, Medium",220.0,0.0,0.0,0.0,20.0,58.0,56.0,0.0
637,Wendy’s,"Sweetened Iced Tea, Small",160.0,0.0,0.0,0.0,10.0,41.0,40.0,0.0
638,Wendy’s,"Vanilla Iced Coffee, Medium",250.0,8.0,5.0,25.0,40.0,42.0,39.0,3.0
639,Wendy’s,"Vanilla Iced Coffee, Small",170.0,6.0,3.5,20.0,30.0,28.0,26.0,2.0
640,Wendy’s,"Classic Chocolate Frosty, Junior",200.0,5.0,3.0,20.0,90.0,33.0,27.0,6.0
641,Wendy’s,"Classic Chocolate Frosty, Large",590.0,15.0,10.0,60.0,260.0,99.0,81.0,17.0
642,Wendy’s,"Classic Chocolate Frosty, Medium",470.0,12.0,8.0,50.0,210.0,79.0,65.0,13.0
643,Wendy’s,"Classic Chocolate Frosty, Small",350.0,9.0,6.0,35.0,150.0,58.0,47.0,10.0
644,Wendy’s,"Vanilla Frosty, Junior",190.0,5.0,3.5,25.0,90.0,32.0,27.0,5.0
645,Wendy’s,"Vanilla Frosty, Large",570.0,15.0,10.0,70.0,260.0,94.0,78.0,15.0
646,Wendy’s,"Vanilla Frosty, Medium",450.0,12.0,8.0,55.0,210.0,75.0,63.0,12.0
647,Wendy’s,"Vanilla Frosty, Small",340.0,9.0,6.0,45.0,160.0,56.0,47.0,9.0
648,Wendy’s,Chocolate Chunk Cookie,310.0,16.0,8.0,20.0,210.0,40.0,24.0,3.0
649,Wendy’s,Double Chocolate Chunk Cookie,290.0,14.0,7.0,20.0,230.0,39.0,21.0,4.0
650,Wendy’s,Sugar Cookie,330.0,16.0,8.0,25.0,300.0,43.0,24.0,3.0
651,Wendy’s,Kids 2 Piece Chicken Tenders,200.0,10.0,1.5,45.0,620.0,13.0,0.0,15.0
652,Wendy’s,Kids 4 Piece Chicken Nuggets,170.0,11.0,2.0,35.0,340.0,10.0,0.0,9.0
653,Wendy’s,Kids Cheeseburger,280.0,13.0,6.0,50.0,540.0,25.0,5.0,15.0
654,Wendy’s,Kids Grilled Chicken Wrap,270.0,10.0,3.5,55.0,640.0,24.0,3.0,20.0
655,Wendy’s,Kids Hamburger,240.0,9.0,3.5,40.0,350.0,24.0,5.0,13.0
656,Wendy’s,Artisan Egg Sandwich with Bacon,320.0,17.0,8.0,245.0,750.0,25.0,4.0,18.0
657,Wendy’s,Artisan Egg Sandwich with Sausage,480.0,33.0,13.0,275.0,980.0,27.0,4.0,21.0
658,Wendy’s,Bacon Breakfast Bowl,510.0,28.0,9.0,245.0,1390.0,44.0,2.0,19.0
659,Wendy’s,Biggie Breakfast Sandwich,610.0,40.0,15.0,290.0,1400.0,37.0,7.0,27.0
660,Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.0,24.0,13.0,235.0,970.0,34.0,5.0,15.0
661,Wendy’s,Fresh Baked Biscuit with Natural Sausage,590.0,41.0,19.0,270.0,1270.0,36.0,6.0,20.0
662,Wendy’s,Gravy and Sausage Bowl,450.0,22.0,6.0,220.0,1260.0,50.0,2.0,12.0
663,Wendy’s,Honey Butter Chicken Biscuit,500.0,26.0,12.0,50.0,1120.0,48.0,9.0,19.0
664,Wendy’s,Sausage and Egg Burrito,360.0,20.0,8.0,210.0,920.0,29.0,2.0,17.0
665,Wendy’s,Sausage and Gravy Biscuit,490.0,29.0,14.0,20.0,1400.0,49.0,6.0,8.0
666,Wendy’s,Sausage Biscuit,480.0,33.0,15.0,50.0,1010.0,35.0,5.0,12.0
667,Wendy’s,Sausage Breakfast Bowl,640.0,42.0,14.0,270.0,1540.0,46.0,3.0,21.0
668,Wendy’s,"Seasoned Home-Style Potatoes, Large",360.0,13.0,2.5,0.0,1080.0,57.0,1.0,5.0
669,Wendy’s,"Seasoned Home-Style Potatoes, Medium",250.0,9.0,1.5,0.0,750.0,39.0,1.0,4.0
670,Wendy’s,"Seasoned Home-Style Potatoes, Small",230.0,8.0,1.5,0.0,680.0,35.0,0.0,3.0
671,Wendy’s,Two Sausage and Egg Burritos,720.0,41.0,16.0,420.0,1830.0,59.0,5.0,34.0
672,Wendy’s,Two Sausage Biscuits,960.0,65.0,31.0,95.0,2020.0,70.0,10.0,23.0
673,KFC,Limited Time Cinnabon Dessert  Biscuits,290.0,13.0,7.0,20.0,580.0,40.0,17.0,4.0
674,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.0,21.0,4.0,120.0,1190.0,11.0,0.0,39.0
675,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.0,8.0,1.5,55.0,430.0,4.0,0.0,12.0
676,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.0,19.0,4.5,100.0,910.0,8.0,0.0,19.0
677,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.0,8.0,2.0,55.0,380.0,3.0,0.0,10.0
678,KFC,Chicken Breast,770.0,60.0,10.0,105.0,1530.0,21.0,1.0,35.0
679,KFC,Chicken Drumstick,250.0,21.0,3.5,50.0,530.0,6.0,0.0,11.0
680,KFC,Chicken Thigh,500.0,40.0,7.0,100.0,970.0,11.0,1.0,22.0
681,KFC,Chicken Whole Wing,290.0,25.0,4.0,45.0,520.0,6.0,1.0,10.0
682,KFC,Breast,260.0,12.0,3.0,130.0,790.0,1.0,0.0,38.0
683,KFC,Drumstick,100.0,6.0,1.5,55.0,260.0,0.0,0.0,11.0
684,KFC,Thigh,180.0,12.0,3.5,90.0,470.0,0.0,0.0,17.0
685,KFC,Whole Wing,90.0,6.0,1.5,45.0,210.0,1.0,0.0,9.0
686,KFC,Breast,540.0,40.0,7.0,100.0,1390.0,14.0,1.0,31.0
687,KFC,Drumstick,190.0,14.0,2.5,40.0,510.0,6.0,0.0,9.0
688,KFC,Thigh,390.0,32.0,6.0,65.0,900.0,12.0,1.0,13.0
689,KFC,Whole Wing,180.0,15.0,2.5,35.0,450.0,5.0,0.0,8.0
690,KFC,EXTRA CRISPY  Chicken Breast,530.0,35.0,6.0,105.0,1150.0,18.0,0.0,35.0
691,KFC,EXTRA CRISPY  Chicken Drumstick,170.0,12.0,2.0,50.0,390.0,5.0,0.0,10.0
